gameid,away,home,nprds
20150119BOSLAC,BOS,LAC,4
20150119DENGSW,DEN,GSW,4
20150119DALMEM,DAL,MEM,4
20150119INDHOU,IND,HOU,4
20150119NOPNYK,NOP,NYK,4
20150119TORMIL,TOR,MIL,4
20150119CHICLE,CHI,CLE,4
20150119SACPOR,SAC,POR,4
20150119LALPHX,LAL,PHX,4
20150120OKCMIA,OKC,MIA,4
20150120SASDEN,SAS,DEN,4
20150121MIACHA,MIA,CHA,4
20150121UTACLE,UTA,CLE,4
20150121NYKPHI,NYK,PHI,4
20150121INDATL,IND,ATL,4
20150121ORLDET,ORL,DET,4
20150121TORMEM,TOR,MEM,4
20150121DALMIN,DAL,MIN,4
20150121LALNOP,LAL,NOP,4
20150121OKCWAS,OKC,WAS,5
20150121PORPHX,POR,PHX,4
20150121BKNSAC,BKN,SAC,4
20150121HOUGSW,HOU,GSW,4
20150122SASCHI,SAS,CHI,4
20150122UTAMIL,UTA,MIL,4
20150122BOSPOR,BOS,POR,4
20150122BKNLAC,BKN,LAC,4
20150123TORPHI,TOR,PHI,4
20150123OKCATL,OKC,ATL,4
20150123CHACLE,CHA,CLE,4
20150123INDMIA,IND,MIA,4
20150123ORLNYK,ORL,NYK,4
20150123CHIDAL,CHI,DAL,4
20150123NOPMIN,NOP,MIN,4
20150123LALSAS,LAL,SAS,4
20150123BOSDEN,BOS,DEN,4
20150123HOUPHX,HOU,PHX,4
20150123SACGSW,SAC,GSW,4
20150124NYKCHA,NYK,CHA,4
20150124DETMIL,DET,MIL,4
20150124PHIMEM,PHI,MEM,4
20150124BKNUTA,BKN,UTA,4
20150124WASPOR,WAS,POR,4
20150125MIACHI,MIA,CHI,4
20150125OKCCLE,OKC,CLE,4
20150125LACPHX,LAC,PHX,4
20150125DALNOP,DAL,NOP,4
20150125MINATL,MIN,ATL,4
20150125INDORL,IND,ORL,4
20150125MILSAS,MIL,SAS,4
20150125DETTOR,DET,TOR,4
20150125BOSGSW,BOS,GSW,4
20150125WASDEN,WAS,DEN,5
20150125HOULAL,HOU,LAL,4
20150126ORLMEM,ORL,MEM,4
20150126PHINOP,PHI,NOP,4
20150126MINOKC,MIN,OKC,4
20150126BOSUTA,BOS,UTA,4
20150126DENLAC,DEN,LAC,4
20150127TORIND,TOR,IND,4
20150127CLEDET,CLE,DET,4
20150127MILMIA,MIL,MIA,4
20150127MEMDAL,MEM,DAL,4
20150127CHIGSW,CHI,GSW,5
20150127WASLAL,WAS,LAL,4
20150128PORCLE,POR,CLE,4
20150128DETPHI,DET,PHI,4
20150128BKNATL,BKN,ATL,4
20150128SACTOR,SAC,TOR,4
20150128DALHOU,DAL,HOU,4
20150128BOSMIN,BOS,MIN,4
20150128DENNOP,DEN,NOP,4
20150128OKCNYK,OKC,NYK,4
20150128CHASAS,CHA,SAS,4
20150128LACUTA,LAC,UTA,4
20150128WASPHX,WAS,PHX,4
20150129MILORL,MIL,ORL,4
20150129DENMEM,DEN,MEM,4
20150129NYKIND,NYK,IND,4
20150129CHILAL,CHI,LAL,6
20150130MINPHI,MIN,PHI,4
20150130PORATL,POR,ATL,4
20150130HOUBOS,HOU,BOS,4
20150130TORBKN,TOR,BKN,5
20150130SACCLE,SAC,CLE,4
20150130LACNOP,LAC,NOP,4
20150130DALMIA,DAL,MIA,4
20150130GSWUTA,GSW,UTA,4
20150130CHIPHX,CHI,PHX,4
20150131SACIND,SAC,IND,4
20150131DALORL,DAL,ORL,4
20150131TORWAS,TOR,WAS,5
20150131PHIATL,PHI,ATL,4
20150131HOUDET,HOU,DET,4
20150131OKCMEM,OKC,MEM,4
20150131CLEMIN,CLE,MIN,4
20150131PORMIL,POR,MIL,4
20150131CHADEN,CHA,DEN,4
20150131LACSAS,LAC,SAS,4
20150131PHXGSW,PHX,GSW,4
20150201MIABOS,MIA,BOS,4
20150201LALNYK,LAL,NYK,4
20150202PHICLE,PHI,CLE,4
20150202CHAWAS,CHA,WAS,4
20150202LACBKN,LAC,BKN,4
20150202MILTOR,MIL,TOR,4
20150202ATLNOP,ATL,NOP,4
20150202ORLOKC,ORL,OKC,4
20150202MINDAL,MIN,DAL,4
20150202MEMPHX,MEM,PHX,4
20150203DENPHI,DEN,PHI,4
20150203MIADET,MIA,DET,4
20150203BOSNYK,BOS,NYK,4
20150203UTAPOR,UTA,POR,4
20150203GSWSAC,GSW,SAC,4
20150204DETIND,DET,IND,4
20150204WASATL,WAS,ATL,4
20150204DENBOS,DEN,BOS,4
20150204BKNTOR,BKN,TOR,4
20150204CHIHOU,CHI,HOU,4
20150204LALMIL,LAL,MIL,5
20150204MIAMIN,MIA,MIN,4
20150204OKCNOP,OKC,NOP,4
20150204ORLSAS,ORL,SAS,4
20150204MEMUTA,MEM,UTA,4
20150204DALGSW,DAL,GSW,4
20150205WASCHA,WAS,CHA,4
20150205LACCLE,LAC,CLE,4
20150205DALSAC,DAL,SAC,4
20150205PHXPOR,PHX,POR,4
20150206NYKBKN,NYK,BKN,4
20150206CLEIND,CLE,IND,4
20150206LALORL,LAL,ORL,5
20150206GSWATL,GSW,ATL,4
20150206PHIBOS,PHI,BOS,4
20150206DENDET,DEN,DET,4
20150206LACTOR,LAC,TOR,4
20150206MILHOU,MIL,HOU,4
20150206MEMMIN,MEM,MIN,4
20150206NOPOKC,NOP,OKC,4
20150206UTAPHX,UTA,PHX,4
20150206MIASAS,MIA,SAS,4
20150207CHINOP,CHI,NOP,4
20150207BKNWAS,BKN,WAS,4
20150207GSWNYK,GSW,NYK,4
20150207CHAPHI,CHA,PHI,4
20150207PORDAL,POR,DAL,5
20150207BOSMIL,BOS,MIL,4
20150207SACUTA,SAC,UTA,4
20150208LACOKC,LAC,OKC,4
20150208LALCLE,LAL,CLE,4
20150208ATLMEM,ATL,MEM,4
20150208INDCHA,IND,CHA,4
20150208MINDET,MIN,DET,4
20150208CHIORL,CHI,ORL,4
20150208PORHOU,POR,HOU,4
20150208SASTOR,SAS,TOR,4
20150208PHXSAC,PHX,SAC,4
20150209SASIND,SAS,IND,4
20150209GSWPHI,GSW,PHI,4
20150209ORLWAS,ORL,WAS,4
20150209NYKMIA,NYK,MIA,4
20150209BKNMIL,BKN,MIL,4
20150209ATLMIN,ATL,MIN,4
20150209UTANOP,UTA,NOP,4
20150209LACDAL,LAC,DAL,4
20150209OKCDEN,OKC,DEN,4
20150210DETCHA,DET,CHA,4
20150210HOUPHX,HOU,PHX,4
20150210SACCHI,SAC,CHI,4
20150210BKNMEM,BKN,MEM,4
20150210DENLAL,DEN,LAL,4
20150211NYKORL,NYK,ORL,4
20150211ATLBOS,ATL,BOS,4
20150211SASDET,SAS,DET,4
20150211WASTOR,WAS,TOR,4
20150211SACMIL,SAC,MIL,4
20150211GSWMIN,GSW,MIN,4
20150211INDNOP,IND,NOP,4
20150211MEMOKC,MEM,OKC,4
20150211MIACLE,MIA,CLE,4
20150211UTADAL,UTA,DAL,4
20150211LALPOR,LAL,POR,4
20150211HOULAC,HOU,LAC,4
20150212CLECHI,CLE,CHI,4
20150219DALOKC,DAL,OKC,4
20150219SASLAC,SAS,LAC,4
20150220NOPORL,NOP,ORL,4
20150220INDPHI,IND,PHI,4
20150220TORATL,TOR,ATL,4
20150220CHIDET,CHI,DET,4
20150220MIANYK,MIA,NYK,4
20150220PHXMIN,PHX,MIN,4
20150220CLEWAS,CLE,WAS,4
20150220HOUDAL,HOU,DAL,4
20150220DENMIL,DEN,MIL,4
20150220PORUTA,POR,UTA,4
20150220BOSSAC,BOS,SAC,4
20150220SASGSW,SAS,GSW,4
20150220BKNLAL,BKN,LAL,4
20150221OKCCHA,OKC,CHA,4
20150221NOPMIA,NOP,MIA,4
20150221PHXCHI,PHX,CHI,4
20150221TORHOU,TOR,HOU,4
20150221SACLAC,SAC,LAC,4
20150222CLENYK,CLE,NYK,4
20150222ATLMIL,ATL,MIL,4
20150222WASDET,WAS,DET,4
20150222GSWIND,GSW,IND,4
20150222PHIORL,PHI,ORL,4
20150222DENOKC,DEN,OKC,4
20150222CHADAL,CHA,DAL,4
20150222MEMPOR,MEM,POR,4
20150222BOSLAL,BOS,LAL,5
20150223PHIMIA,PHI,MIA,4
20150223MILCHI,MIL,CHI,4
20150223MINHOU,MIN,HOU,4
20150223TORNOP,TOR,NOP,4
20150223BKNDEN,BKN,DEN,4
20150223BOSPHX,BOS,PHX,4
20150223SASUTA,SAS,UTA,4
20150223MEMLAC,MEM,LAC,4
20150224GSWWAS,GSW,WAS,4
20150224CLEDET,CLE,DET,4
20150224INDOKC,IND,OKC,4
20150224TORDAL,TOR,DAL,4
20150225MIAORL,MIA,ORL,5
20150225DALATL,DAL,ATL,4
20150225NYKBOS,NYK,BOS,4
20150225CHACHI,CHA,CHI,4
20150225LACHOU,LAC,HOU,4
20150225PHIMIL,PHI,MIL,4
20150225WASMIN,WAS,MIN,4
20150225BKNNOP,BKN,NOP,4
20150225PHXDEN,PHX,DEN,4
20150225LALUTA,LAL,UTA,4
20150225MEMSAC,MEM,SAC,4
20150225SASPOR,SAS,POR,4
20150226GSWCLE,GSW,CLE,4
20150226OKCPHX,OKC,PHX,5
20150227CLEIND,CLE,IND,4
20150227WASPHI,WAS,PHI,4
20150227ORLATL,ORL,ATL,4
20150227CHABOS,CHA,BOS,4
20150227NYKDET,NYK,DET,6
20150227GSWTOR,GSW,TOR,4
20150227MINCHI,MIN,CHI,4
20150227BKNHOU,BKN,HOU,4
20150227LACMEM,LAC,MEM,4
20150227MIANOP,MIA,NOP,4
20150227UTADEN,UTA,DEN,4
20150227SASSAC,SAS,SAC,4
20150227MILLAL,MIL,LAL,4
20150227OKCPOR,OKC,POR,4
20150228DETWAS,DET,WAS,4
20150228ATLMIA,ATL,MIA,4
20150228TORNYK,TOR,NYK,4
20150228MEMMIN,MEM,MIN,4
20150228BKNDAL,BKN,DAL,4
20150228SASPHX,SAS,PHX,4
20150228MILUTA,MIL,UTA,4
20150301LACCHI,LAC,CHI,4
20150301OKCLAL,OKC,LAL,4
20150301PORSAC,POR,SAC,4
20150301GSWBOS,GSW,BOS,4
20150301PHIIND,PHI,IND,4
20150301CHAORL,CHA,ORL,4
20150301CLEHOU,CLE,HOU,5
20150301NOPDEN,NOP,DEN,4
20150302TORPHI,TOR,PHI,4
20150302GSWBKN,GSW,BKN,4
20150302PHXMIA,PHX,MIA,4
20150302LACMIN,LAC,MIN,4
20150302NOPDAL,NOP,DAL,4
20150303LALCHA,LAL,CHA,4
20150303BOSCLE,BOS,CLE,4
20150303HOUATL,HOU,ATL,4
20150303WASCHI,WAS,CHI,4
20150303UTAMEM,UTA,MEM,4
20150303MILDEN,MIL,DEN,4
20150304NYKIND,NYK,IND,4
20150304PHXORL,PHX,ORL,4
20150304UTABOS,UTA,BOS,4
20150304CHABKN,CHA,BKN,4
20150304CLETOR,CLE,TOR,4
20150304MEMHOU,MEM,HOU,4
20150304DENMIN,DEN,MIN,4
20150304DETNOP,DET,NOP,4
20150304PHIOKC,PHI,OKC,5
20150304LALMIA,LAL,MIA,4
20150304SACSAS,SAC,SAS,4
20150304MILGSW,MIL,GSW,4
20150304PORLAC,POR,LAC,5
20150305OKCCHI,OKC,CHI,4
20150305DALPOR,DAL,POR,4
20150306TORCHA,TOR,CHA,4
20150306CHIIND,CHI,IND,4
20150306SACORL,SAC,ORL,4
20150306UTAPHI,UTA,PHI,4
20150306CLEATL,CLE,ATL,4
20150306PHXBKN,PHX,BKN,5
20150306DETHOU,DET,HOU,4
20150306LALMEM,LAL,MEM,4
20150306BOSNOP,BOS,NOP,4
20150306MIAWAS,MIA,WAS,4
20150306DENSAS,DEN,SAS,4
20150306DALGSW,DAL,GSW,4
20150307MEMNOP,MEM,NOP,4
20150307PHXCLE,PHX,CLE,4
20150307SACMIA,SAC,MIA,5
20150307INDNYK,IND,NYK,4
20150307ATLPHI,ATL,PHI,4
20150307PORMIN,POR,MIN,4
20150307WASMIL,WAS,MIL,4
20150307HOUDEN,HOU,DEN,4
20150308CHISAS,CHI,SAS,4
20150308LACGSW,LAC,GSW,4
20150308UTABKN,UTA,BKN,4
20150308CHADET,CHA,DET,4
20150308BOSORL,BOS,ORL,4
20150308TOROKC,TOR,OKC,4
20150308DALLAL,DAL,LAL,4
20150309WASCHA,WAS,CHA,4
20150309SACATL,SAC,ATL,4
20150309BOSMIA,BOS,MIA,4
20150309MEMCHI,MEM,CHI,4
20150309NOPMIL,NOP,MIL,4
20150309NYKDEN,NYK,DEN,4
20150309GSWPHX,GSW,PHX,4
20150309MINLAC,MIN,LAC,4
20150310ORLIND,ORL,IND,4
20150310NOPBKN,NOP,BKN,4
20150310CLEDAL,CLE,DAL,4
20150310TORSAS,TOR,SAS,4
20150310NYKUTA,NYK,UTA,4
20150310DETLAL,DET,LAL,4
20150311SACCHA,SAC,CHA,4
20150311CHIPHI,CHI,PHI,5
20150311MEMBOS,MEM,BOS,4
20150311BKNMIA,BKN,MIA,4
20150311ORLMIL,ORL,MIL,4
20150311LACOKC,LAC,OKC,4
20150311ATLDEN,ATL,DEN,4
20150311MINPHX,MIN,PHX,4
20150311DETGSW,DET,GSW,4
20150311HOUPOR,HOU,POR,4
20150312MILIND,MIL,IND,5
20150312MEMWAS,MEM,WAS,4
20150312CLESAS,CLE,SAS,5
20150312HOUUTA,HOU,UTA,4
20150312NYKLAL,NYK,LAL,4
20150313CHICHA,CHI,CHA,4
20150313SACPHI,SAC,PHI,4
20150313ORLBOS,ORL,BOS,4
20150313MIATOR,MIA,TOR,4
20150313MINOKC,MIN,OKC,4
20150313LACDAL,LAC,DAL,4
20150313GSWDEN,GSW,DEN,4
20150313ATLPHX,ATL,PHX,4
20150313DETPOR,DET,POR,4
20150314BOSIND,BOS,IND,4
20150314SACWAS,SAC,WAS,4
20150314BKNPHI,BKN,PHI,4
20150314MILMEM,MIL,MEM,4
20150314DETUTA,DET,UTA,4
20150314NYKGSW,NYK,GSW,4
20150315CHIOKC,CHI,OKC,4
20150315HOULAC,HOU,LAC,4
20150315DENNOP,DEN,NOP,6
20150315CLEORL,CLE,ORL,4
20150315MINSAS,MIN,SAS,4
20150315PORTOR,POR,TOR,4
20150315NYKPHX,NYK,PHX,4
20150315ATLLAL,ATL,LAL,4
20150316TORIND,TOR,IND,4
20150316PORWAS,POR,WAS,4
20150316PHIBOS,PHI,BOS,4
20150316DENMEM,DEN,MEM,4
20150316BKNMIN,BKN,MIN,4
20150316CLEMIA,CLE,MIA,4
20150316OKCDAL,OKC,DAL,4
20150316CHAUTA,CHA,UTA,4
20150316ATLSAC,ATL,SAC,4
20150316LALGSW,LAL,GSW,4
20150317MEMDET,MEM,DET,4
20150317SASNYK,SAS,NYK,5
20150317ORLHOU,ORL,HOU,4
20150317MILNOP,MIL,NOP,4
20150317CHALAC,CHA,LAC,4
20150318BKNCLE,BKN,CLE,4
20150318DETPHI,DET,PHI,4
20150318PORMIA,POR,MIA,4
20150318MINTOR,MIN,TOR,4
20150318INDCHI,IND,CHI,4
20150318SASMIL,SAS,MIL,4
20150318BOSOKC,BOS,OKC,4
20150318ORLDAL,ORL,DAL,4
20150318LACSAC,LAC,SAC,4
20150318ATLGSW,ATL,GSW,4
20150318WASUTA,WAS,UTA,4
20150319MINNYK,MIN,NYK,5
20150319DENHOU,DEN,HOU,4
20150319NOPPHX,NOP,PHX,4
20150319UTALAL,UTA,LAL,4
20150320PORORL,POR,ORL,4
20150320NYKPHI,NYK,PHI,4
20150320MILBKN,MIL,BKN,7
20150320INDCLE,IND,CLE,4
20150320DENMIA,DEN,MIA,4
20150320TORCHI,TOR,CHI,4
20150320ATLOKC,ATL,OKC,4
20150320MEMDAL,MEM,DAL,4
20150320BOSSAS,BOS,SAS,4
20150320CHASAC,CHA,SAC,4
20150320NOPGSW,NOP,GSW,4
20150320WASLAC,WAS,LAC,4
20150321BKNIND,BKN,IND,4
20150321CHIDET,CHI,DET,4
20150321PHXHOU,PHX,HOU,4
20150321PORMEM,POR,MEM,4
20150321UTAGSW,UTA,GSW,4
20150322CLEMIL,CLE,MIL,4
20150322MIAOKC,MIA,OKC,4
20150322SASATL,SAS,ATL,4
20150322NOPLAC,NOP,LAC,4
20150322NYKTOR,NYK,TOR,4
20150322WASSAC,WAS,SAC,4
20150322DETBOS,DET,BOS,5
20150322DENORL,DEN,ORL,4
20150322CHAMIN,CHA,MIN,4
20150322DALPHX,DAL,PHX,4
20150322PHILAL,PHI,LAL,4
20150323HOUIND,HOU,IND,4
20150323BOSBKN,BOS,BKN,4
20150323MEMNYK,MEM,NYK,4
20150323CHACHI,CHA,CHI,4
20150323MINUTA,MIN,UTA,5
20150323WASGSW,WAS,GSW,4
20150324TORDET,TOR,DET,4
20150324MIAMIL,MIA,MIL,4
20150324LALOKC,LAL,OKC,4
20150324SASDAL,SAS,DAL,4
20150324PHISAC,PHI,SAC,4
20150324GSWPOR,GSW,POR,4
20150325BKNCHA,BKN,CHA,4
20150325LACNYK,LAC,NYK,4
20150325ATLORL,ATL,ORL,4
20150325INDWAS,IND,WAS,4
20150325MIABOS,MIA,BOS,4
20150325CHITOR,CHI,TOR,4
20150325CLEMEM,CLE,MEM,4
20150325LALMIN,LAL,MIN,5
20150325HOUNOP,HOU,NOP,4
20150325PHIDEN,PHI,DEN,4
20150325PORUTA,POR,UTA,4
20150325OKCSAS,OKC,SAS,4
20150325SACPHX,SAC,PHX,4
20150326INDMIL,IND,MIL,4
20150327DETORL,DET,ORL,4
20150327LACPHI,LAC,PHI,4
20150327CHAWAS,CHA,WAS,6
20150327MIAATL,MIA,ATL,4
20150327CLEBKN,CLE,BKN,4
20150327BOSNYK,BOS,NYK,4
20150327LALTOR,LAL,TOR,4
20150327MINHOU,MIN,HOU,4
20150327GSWMEM,GSW,MEM,4
20150327SACNOP,SAC,NOP,4
20150327DALSAS,DAL,SAS,4
20150327UTADEN,UTA,DEN,4
20150327PORPHX,POR,PHX,4
20150328ATLCHA,ATL,CHA,4
20150328NYKCHI,NYK,CHI,4
20150328GSWMIL,GSW,MIL,4
20150328OKCUTA,OKC,UTA,4
20150328DENPOR,DEN,POR,4
20150329PHICLE,PHI,CLE,4
20150329LALBKN,LAL,BKN,4
20150329MINNOP,MIN,NOP,4
20150329LACBOS,LAC,BOS,4
20150329DETMIA,DET,MIA,4
20150329HOUWAS,HOU,WAS,4
20150329MEMSAS,MEM,SAS,4
20150329DALIND,DAL,IND,4
20150329OKCPHX,OKC,PHX,4
20150330BOSCHA,BOS,CHA,4
20150330LALPHI,LAL,PHI,5
20150330MILATL,MIL,ATL,4
20150330HOUTOR,HOU,TOR,4
20150330SACMEM,SAC,MEM,4
20150330UTAMIN,UTA,MIN,4
20150330PHXPOR,PHX,POR,4
20150331INDBKN,IND,BKN,4
20150331ATLDET,ATL,DET,4
20150331SASMIA,SAS,MIA,4
20150331GSWLAC,GSW,LAC,4
20150401DETCHA,DET,CHA,4
20150401SASORL,SAS,ORL,4
20150401PHIWAS,PHI,WAS,4
20150401INDBOS,IND,BOS,4
20150401BKNNYK,BKN,NYK,4
20150401SACHOU,SAC,HOU,4
20150401CHIMIL,CHI,MIL,4
20150401TORMIN,TOR,MIN,4
20150401DALOKC,DAL,OKC,4
20150401DENUTA,DEN,UTA,4
20150401LACPOR,LAC,POR,4
20150401NOPLAL,NOP,LAL,4
20150402MIACLE,MIA,CLE,4
20150402HOUDAL,HOU,DAL,4
20150402PHXGSW,PHX,GSW,4
20150403CHAIND,CHA,IND,4
20150403NYKWAS,NYK,WAS,4
20150403MILBOS,MIL,BOS,4
20150403TORBKN,TOR,BKN,4
20150403DETCHI,DET,CHI,4
20150403OKCMEM,OKC,MEM,4
20150403ORLMIN,ORL,MIN,4
20150403DENSAS,DEN,SAS,4
20150403NOPSAC,NOP,SAC,4
20150403PORLAL,POR,LAL,4
20150404PHICHA,PHI,CHA,4
20150404BKNATL,BKN,ATL,4
20150404MIADET,MIA,DET,4
20150404BOSTOR,BOS,TOR,5
20150404WASMEM,WAS,MEM,4
20150404GSWDAL,GSW,DAL,4
20150404ORLMIL,ORL,MIL,4
20150404LACDEN,LAC,DEN,4
20150404UTAPHX,UTA,PHX,4
20150404NOPPOR,NOP,POR,4
20150405HOUOKC,HOU,OKC,4
20150405CHICLE,CHI,CLE,4
20150405MIAIND,MIA,IND,4
20150405GSWSAS,GSW,SAS,4
20150405PHINYK,PHI,NYK,4
20150405UTASAC,UTA,SAC,4
20150405LACLAL,LAC,LAL,4
20150407PHXATL,PHX,ATL,4
20150407CHAMIA,CHA,MIA,4
20150407GSWNOP,GSW,NOP,4
20150407SASOKC,SAS,OKC,4
20150407MINSAC,MIN,SAC,4
20150407LALLAC,LAL,LAC,4
20150408TORCHA,TOR,CHA,4
20150408CHIORL,CHI,ORL,4
20150408WASPHI,WAS,PHI,4
20150408ATLBKN,ATL,BKN,4
20150408BOSDET,BOS,DET,4
20150408INDNYK,IND,NYK,4
20150408NOPMEM,NOP,MEM,4
20150408CLEMIL,CLE,MIL,4
20150408HOUSAS,HOU,SAS,4
20150408LALDEN,LAL,DEN,4
20150408SACUTA,SAC,UTA,4
20150408PHXDAL,PHX,DAL,4
20150408MINPOR,MIN,POR,4
20150409CHIMIA,CHI,MIA,4
20150409PORGSW,POR,GSW,4
20150410TORORL,TOR,ORL,4
20150410CHAATL,CHA,ATL,4
20150410WASBKN,WAS,BKN,4
20150410BOSCLE,BOS,CLE,4
20150410INDDET,IND,DET,4
20150410MILNYK,MIL,NYK,4
20150410SASHOU,SAS,HOU,4
20150410PHXNOP,PHX,NOP,4
20150410SACOKC,SAC,OKC,4
20150410DALDEN,DAL,DEN,6
20150410MEMUTA,MEM,UTA,4
20150410MINLAL,MIN,LAL,4
20150411NYKORL,NYK,ORL,4
20150411TORMIA,TOR,MIA,4
20150411PHICHI,PHI,CHI,4
20150411MEMLAC,MEM,LAC,4
20150411UTAPOR,UTA,POR,4
20150411MINGSW,MIN,GSW,4
20150412BKNMIL,BKN,MIL,4
20150412CLEBOS,CLE,BOS,4
20150412CHADET,CHA,DET,4
20150412SACDEN,SAC,DEN,4
20150412OKCIND,OKC,IND,4
20150412ATLWAS,ATL,WAS,4
20150412NOPHOU,NOP,HOU,4
20150412PHXSAS,PHX,SAS,4
20150412DALLAL,DAL,LAL,4
20150413HOUCHA,HOU,CHA,4
20150413DETCLE,DET,CLE,4
20150413MILPHI,MIL,PHI,4
20150413NYKATL,NYK,ATL,4
20150413CHIBKN,CHI,BKN,4
20150413ORLMIA,ORL,MIA,4
20150413NOPMIN,NOP,MIN,4
20150413POROKC,POR,OKC,4
20150413DALUTA,DAL,UTA,4
20150413LALSAC,LAL,SAC,4
20150413MEMGSW,MEM,GSW,4
20150413DENLAC,DEN,LAC,4
20150414TORBOS,TOR,BOS,4
20150414WASIND,WAS,IND,6
20150414LACPHX,LAC,PHX,4
20150415ATLCHI,ATL,CHI,4
20150415PORDAL,POR,DAL,4
20150415UTAHOU,UTA,HOU,4
20150415INDMEM,IND,MEM,4
20150415BOSMIL,BOS,MIL,4
20150415OKCMIN,OKC,MIN,4
20150415SASNOP,SAS,NOP,4
20150415ORLBKN,ORL,BKN,4
20150415WASCLE,WAS,CLE,5
20150415DETNYK,DET,NYK,4
20150415MIAPHI,MIA,PHI,4
20150415CHATOR,CHA,TOR,4
20150415DENGSW,DEN,GSW,4
