gameid,gameid_num,eventid,prd,msg_type,action_type,vtms,htms,tm,game_clock,player_code,play
20131129GSWOKC,0021300235,350,4,3,0,OKC,82,76,11:50,player_code, Durant Free Throw 1 of 2 Missed 
20131129GSWOKC,0021300235,351,4,4,0,OKC,82,76,11:50,player_code, Team Rebound 
20131129GSWOKC,0021300235,352,4,3,0,OKC,82,77,11:50,player_code, Durant Free Throw 2 of 2 (11 PTS) 
20131129GSWOKC,0021300235,353,4,6,0,OKC,82,77,11:36,player_code, Collison Foul: Personal (2 PF) 
20131129GSWOKC,0021300235,354,4,2,0,GSW,82,77,11:23,player_code, Nedovic 3pt Shot: Missed 
20131129GSWOKC,0021300235,355,4,4,0,OKC,82,77,11:22,player_code, Durant Rebound (Off:0 Def:7) 
20131129GSWOKC,0021300235,356,4,1,0,OKC,82,79,11:15,player_code, Durant Pullup Jump shot: Made (13 PTS) 
20131129GSWOKC,0021300235,357,4,2,0,GSW,82,79,10:58,player_code, Barnes Jump Shot: Missed 
20131129GSWOKC,0021300235,358,4,4,0,OKC,82,79,10:57,player_code, Lamb Rebound (Off:0 Def:1) 
20131129GSWOKC,0021300235,359,4,1,0,OKC,82,81,10:40,player_code, Collison Jump Shot: Made (4 PTS) Assist: Durant (4 AST) 
20131129GSWOKC,0021300235,360,4,2,0,GSW,82,81,10:16,player_code, Speights Jump Shot: Missed 
20131129GSWOKC,0021300235,361,4,4,0,OKC,82,81,10:15,player_code, Jackson Rebound (Off:0 Def:2) 
20131129GSWOKC,0021300235,362,4,1,0,OKC,82,83,10:01,player_code, Durant Fadeaway Jump Shot: Made (15 PTS) 
20131129GSWOKC,0021300235,363,4,9,0,GSW,82,83,10:01,player_code, Team Timeout : Regular 
20131129GSWOKC,0021300235,364,4,8,0,GSW,82,83,10:01,player_code, Green Substitution replaced by Lee 
20131129GSWOKC,0021300235,365,4,8,0,GSW,82,83,10:01,player_code, Nedovic Substitution replaced by Curry 
20131129GSWOKC,0021300235,366,4,8,0,GSW,82,83,10:01,player_code, Speights Substitution replaced by Thompson 
20131129GSWOKC,0021300235,367,4,1,0,GSW,84,83,09:50,player_code, Barnes Alley Oop Dunk Shot: Made (15 PTS) Assist: Lee (3 AST) 
20131129GSWOKC,0021300235,368,4,2,0,OKC,84,83,09:28,player_code, Collison 3pt Shot: Missed 
20131129GSWOKC,0021300235,369,4,4,0,GSW,84,83,09:27,player_code, Thompson Rebound (Off:2 Def:2) 
20131129GSWOKC,0021300235,370,4,2,0,GSW,84,83,09:10,player_code, Thompson Jump Shot: Missed 
20131129GSWOKC,0021300235,371,4,4,0,OKC,84,83,09:09,player_code, Ibaka Rebound (Off:1 Def:8) 
20131129GSWOKC,0021300235,372,4,2,0,OKC,84,83,09:00,player_code, Jackson 3pt Shot: Missed 
20131129GSWOKC,0021300235,373,4,4,0,GSW,84,83,08:59,player_code, Lee Rebound (Off:1 Def:8) 
20131129GSWOKC,0021300235,374,4,1,0,GSW,87,83,08:53,player_code, Curry 3pt Shot: Made (24 PTS) 
20131129GSWOKC,0021300235,375,4,6,0,GSW,87,83,08:40,player_code, Barnes Foul: Personal (1 PF) 
20131129GSWOKC,0021300235,376,4,8,0,OKC,87,83,08:40,player_code, Collison Substitution replaced by Westbrook 
20131129GSWOKC,0021300235,377,4,1,0,OKC,87,85,08:33,player_code, Ibaka Dunk Shot: Made (12 PTS) Assist: Westbrook (4 AST) 
20131129GSWOKC,0021300235,378,4,2,0,GSW,87,85,08:19,player_code, Curry Jump Shot: Missed 
20131129GSWOKC,0021300235,379,4,4,0,GSW,87,85,08:17,player_code, Lee Rebound (Off:2 Def:8) 
20131129GSWOKC,0021300235,380,4,2,0,GSW,87,85,08:17,player_code, Lee Tip Shot: Missed 
20131129GSWOKC,0021300235,381,4,4,0,GSW,87,85,08:16,player_code, Curry Rebound (Off:1 Def:6) 
20131129GSWOKC,0021300235,382,4,6,0,OKC,87,85,08:07,player_code, Westbrook Foul: Shooting Block (2 PF) (2 FTA) 
20131129GSWOKC,0021300235,383,4,3,0,GSW,87,85,08:07,player_code, Thompson Free Throw 1 of 2 Missed 
20131129GSWOKC,0021300235,384,4,4,0,GSW,87,85,08:07,player_code, Team Rebound 
20131129GSWOKC,0021300235,385,4,3,0,GSW,88,85,08:07,player_code, Thompson Free Throw 2 of 2 (16 PTS) 
20131129GSWOKC,0021300235,386,4,1,0,OKC,88,88,07:56,player_code, Lamb 3pt Shot: Made (8 PTS) Assist: Westbrook (5 AST) 
20131129GSWOKC,0021300235,387,4,2,0,GSW,88,88,07:37,player_code, O'Neal Jump Shot: Missed Block: Lamb (1 BLK) 
20131129GSWOKC,0021300235,388,4,4,0,OKC,88,88,07:35,player_code, Durant Rebound (Off:0 Def:8) 
20131129GSWOKC,0021300235,389,4,1,0,OKC,88,90,07:33,player_code, Durant Slam Dunk Shot: Made (17 PTS) Assist: Westbrook (6 AST) 
20131129GSWOKC,0021300235,390,4,1,0,GSW,90,90,07:19,player_code, Curry Driving Layup Shot: Made (26 PTS) 
20131129GSWOKC,0021300235,391,4,6,0,OKC,90,90,07:19,player_code, Ibaka Foul: Shooting (4 PF) (1 FTA) 
20131129GSWOKC,0021300235,392,4,8,0,GSW,90,90,07:19,player_code, O'Neal Substitution replaced by Bogut 
20131129GSWOKC,0021300235,393,4,3,0,GSW,90,90,07:19,player_code, Curry Free Throw 1 of 1 Missed 
20131129GSWOKC,0021300235,394,4,4,0,OKC,90,90,07:18,player_code, Durant Rebound (Off:0 Def:9) 
20131129GSWOKC,0021300235,395,4,2,0,OKC,90,90,07:06,player_code, Westbrook Jump Shot: Missed 
20131129GSWOKC,0021300235,396,4,4,0,GSW,90,90,07:05,player_code, Curry Rebound (Off:1 Def:7) 
20131129GSWOKC,0021300235,397,4,2,0,GSW,90,90,06:57,player_code, Curry 3pt Shot: Missed 
20131129GSWOKC,0021300235,398,4,4,0,OKC,90,90,06:56,player_code, Durant Rebound (Off:0 Def:10) 
20131129GSWOKC,0021300235,399,4,1,0,OKC,90,92,06:41,player_code, Westbrook Driving Layup Shot: Made (27 PTS) 
20131129GSWOKC,0021300235,400,4,1,0,GSW,92,92,06:23,player_code, Barnes Running Jump Shot: Made (17 PTS) 
20131129GSWOKC,0021300235,401,4,2,0,OKC,92,92,06:06,player_code, Durant Pullup Jump shot: Missed 
20131129GSWOKC,0021300235,402,4,4,0,GSW,92,92,06:05,player_code, Lee Rebound (Off:2 Def:9) 
20131129GSWOKC,0021300235,403,4,1,0,GSW,94,92,05:47,player_code, Barnes Turnaround Jump Shot: Made (19 PTS) 
20131129GSWOKC,0021300235,404,4,5,0,OKC,94,92,05:35,player_code, Westbrook Turnover : Lost Ball (1 TO) Steal:Thompson (2 ST) 
20131129GSWOKC,0021300235,405,4,6,0,GSW,94,92,05:29,player_code, Thompson Foul: Offensive (3 PF) 
20131129GSWOKC,0021300235,406,4,6,0,GSW,94,92,05:29,player_code, Thompson Turnover : Foul (1 TO) 
20131129GSWOKC,0021300235,407,4,0,0,OKC,94,92,05:29,player_code, 
20131129GSWOKC,0021300235,408,4,2,0,OKC,94,92,05:12,player_code, Durant Turnaround Jump Shot: Missed 
20131129GSWOKC,0021300235,409,4,4,0,OKC,94,92,05:11,player_code, Ibaka Rebound (Off:2 Def:8) 
20131129GSWOKC,0021300235,410,4,2,0,OKC,94,92,05:08,player_code, Ibaka Jump Shot: Missed 
20131129GSWOKC,0021300235,411,4,4,0,GSW,94,92,05:07,player_code, Curry Rebound (Off:1 Def:8) 
20131129GSWOKC,0021300235,412,4,1,0,GSW,96,92,04:50,player_code, Barnes Jump Shot: Made (21 PTS) Assist: Lee (4 AST) 
20131129GSWOKC,0021300235,413,4,6,0,GSW,96,92,04:36,player_code, Thompson Foul: Shooting (4 PF) (2 FTA) 
20131129GSWOKC,0021300235,414,4,3,0,OKC,96,93,04:36,player_code, Westbrook Free Throw 1 of 2 (28 PTS) 
20131129GSWOKC,0021300235,415,4,8,0,OKC,96,93,04:36,player_code, Jackson Substitution replaced by Sefolosha 
20131129GSWOKC,0021300235,416,4,3,0,OKC,96,94,04:36,player_code, Westbrook Free Throw 2 of 2 (29 PTS) 
20131129GSWOKC,0021300235,417,4,1,0,GSW,98,94,04:17,player_code, Curry Jump Shot: Made (28 PTS) 
20131129GSWOKC,0021300235,418,4,2,0,OKC,98,94,04:04,player_code, Westbrook Jump Shot: Missed 
20131129GSWOKC,0021300235,419,4,4,0,GSW,98,94,04:03,player_code, Bogut Rebound (Off:4 Def:4) 
20131129GSWOKC,0021300235,420,4,6,0,OKC,98,94,03:45,player_code, Lamb Foul: Shooting (2 PF) (2 FTA) 
20131129GSWOKC,0021300235,421,4,3,0,GSW,99,94,03:45,player_code, Barnes Free Throw 1 of 2 (22 PTS) 
20131129GSWOKC,0021300235,422,4,3,0,GSW,99,94,03:45,player_code, Barnes Free Throw 2 of 2 Missed 
20131129GSWOKC,0021300235,423,4,4,0,OKC,99,94,03:44,player_code, Durant Rebound (Off:0 Def:11) 
20131129GSWOKC,0021300235,424,4,2,0,OKC,99,94,03:29,player_code, Durant Driving Layup Shot: Missed 
20131129GSWOKC,0021300235,425,4,4,0,GSW,99,94,03:28,player_code, Thompson Rebound (Off:2 Def:3) 
20131129GSWOKC,0021300235,426,4,2,0,GSW,99,94,03:12,player_code, Curry 3pt Shot: Missed 
20131129GSWOKC,0021300235,427,4,4,0,OKC,99,94,03:10,player_code, Lamb Rebound (Off:0 Def:2) 
20131129GSWOKC,0021300235,428,4,2,0,OKC,99,94,02:56,player_code, Westbrook 3pt Shot: Missed 
20131129GSWOKC,0021300235,429,4,4,0,OKC,99,94,02:54,player_code, Sefolosha Rebound (Off:1 Def:1) 
20131129GSWOKC,0021300235,430,4,2,0,OKC,99,94,02:51,player_code, Lamb 3pt Shot: Missed 
20131129GSWOKC,0021300235,431,4,4,0,OKC,99,94,02:50,player_code, Ibaka Rebound (Off:3 Def:8) 
20131129GSWOKC,0021300235,432,4,6,0,GSW,99,94,02:50,player_code, Bogut Foul: Shooting (5 PF) (2 FTA) 
20131129GSWOKC,0021300235,433,4,9,0,OKC,99,94,02:50,player_code, Team Timeout : Regular 
20131129GSWOKC,0021300235,434,4,3,0,OKC,99,95,02:50,player_code, Ibaka Free Throw 1 of 2 (13 PTS) 
20131129GSWOKC,0021300235,435,4,3,0,OKC,99,96,02:50,player_code, Ibaka Free Throw 2 of 2 (14 PTS) 
20131129GSWOKC,0021300235,436,4,6,0,OKC,99,96,02:49,player_code, Sefolosha Foul: Personal Take (2 PF) (2 FTA) 
20131129GSWOKC,0021300235,437,4,3,0,GSW,100,96,02:49,player_code, Bogut Free Throw 1 of 2 (14 PTS) 
20131129GSWOKC,0021300235,438,4,3,0,GSW,100,96,02:49,player_code, Bogut Free Throw 2 of 2 Missed 
20131129GSWOKC,0021300235,439,4,4,0,OKC,100,96,02:48,player_code, Durant Rebound (Off:0 Def:12) 
20131129GSWOKC,0021300235,440,4,6,0,GSW,100,96,02:39,player_code, Barnes Foul: Personal (2 PF) (2 FTA) 
20131129GSWOKC,0021300235,441,4,3,0,OKC,100,97,02:39,player_code, Durant Free Throw 1 of 2 (18 PTS) 
20131129GSWOKC,0021300235,442,4,8,0,GSW,100,97,02:39,player_code, Bogut Substitution replaced by Green 
20131129GSWOKC,0021300235,443,4,3,0,OKC,100,98,02:39,player_code, Durant Free Throw 2 of 2 (19 PTS) 
20131129GSWOKC,0021300235,444,4,2,0,GSW,100,98,02:28,player_code, Lee Driving Layup Shot: Missed Block: Ibaka (3 BLK) 
20131129GSWOKC,0021300235,445,4,4,0,OKC,100,98,02:26,player_code, Durant Rebound (Off:0 Def:13) 
20131129GSWOKC,0021300235,446,4,1,0,OKC,100,100,02:19,player_code, Ibaka Dunk Shot: Made (16 PTS) Assist: Durant (5 AST) 
20131129GSWOKC,0021300235,447,4,6,0,OKC,100,100,02:02,player_code, Durant Foul: Shooting (2 PF) (2 FTA) 
20131129GSWOKC,0021300235,448,4,3,0,GSW,100,100,02:02,player_code, Lee Free Throw 1 of 2 Missed 
20131129GSWOKC,0021300235,449,4,4,0,GSW,100,100,02:02,player_code, Team Rebound 
20131129GSWOKC,0021300235,450,4,8,0,GSW,100,100,02:02,player_code, Green Substitution replaced by Bogut 
20131129GSWOKC,0021300235,451,4,3,0,GSW,101,100,02:02,player_code, Lee Free Throw 2 of 2 (7 PTS) 
20131129GSWOKC,0021300235,452,4,6,0,GSW,101,100,01:49,player_code, Thompson Foul: Personal (5 PF) (2 FTA) 
20131129GSWOKC,0021300235,453,4,3,0,OKC,101,101,01:49,player_code, Durant Free Throw 1 of 2 (20 PTS) 
20131129GSWOKC,0021300235,454,4,3,0,OKC,101,102,01:49,player_code, Durant Free Throw 2 of 2 (21 PTS) 
20131129GSWOKC,0021300235,455,4,1,0,GSW,103,102,01:31,player_code, Curry Jump Bank Shot: Made (30 PTS) 
20131129GSWOKC,0021300235,456,4,2,0,OKC,103,102,01:09,player_code, Durant Fadeaway Jump Shot: Missed 
20131129GSWOKC,0021300235,457,4,4,0,OKC,103,102,01:09,player_code, Team Rebound 
20131129GSWOKC,0021300235,458,4,6,0,GSW,103,102,01:09,player_code, Curry Foul: Loose Ball (4 PF) (2 FTA) 
20131129GSWOKC,0021300235,459,4,3,0,OKC,103,103,01:09,player_code, Ibaka Free Throw 1 of 2 (17 PTS) 
20131129GSWOKC,0021300235,460,4,3,0,OKC,103,104,01:09,player_code, Ibaka Free Throw 2 of 2 (18 PTS) 
20131129GSWOKC,0021300235,461,4,2,0,GSW,103,104,00:48.9,player_code, Thompson Running Jump Shot: Missed 
20131129GSWOKC,0021300235,462,4,4,0,OKC,103,104,00:47.9,player_code, Sefolosha Rebound (Off:1 Def:2) 
20131129GSWOKC,0021300235,463,4,2,0,OKC,103,104,00:25.9,player_code, Durant Fadeaway Jump Shot: Missed 
20131129GSWOKC,0021300235,464,4,4,0,GSW,103,104,00:24.3,player_code, Team Rebound 
20131129GSWOKC,0021300235,465,4,6,0,OKC,103,104,00:24.3,player_code, Sefolosha Foul: Loose Ball (3 PF) (2 FTA) 
20131129GSWOKC,0021300235,466,4,3,0,GSW,103,104,00:24.3,player_code, Lee Free Throw 1 of 2 Missed 
20131129GSWOKC,0021300235,467,4,4,0,GSW,103,104,00:24.3,player_code, Team Rebound 
20131129GSWOKC,0021300235,468,4,9,0,OKC,103,104,00:24.3,player_code, Team Timeout : Regular 
20131129GSWOKC,0021300235,469,4,8,0,GSW,103,104,00:24.3,player_code, Curry Substitution replaced by Green 
20131129GSWOKC,0021300235,470,4,3,0,GSW,104,104,00:24.3,player_code, Lee Free Throw 2 of 2 (8 PTS) 
20131129GSWOKC,0021300235,471,4,2,0,OKC,104,104,00:00.9,player_code, Durant Fadeaway Jump Shot: Missed 
20131129GSWOKC,0021300235,472,4,4,0,GSW,104,104,00:00.0,player_code, Thompson Rebound (Off:2 Def:4) 
20131129GSWOKC,0021300235,473,4,13,0,,104,104,00:00.0,player_code,End of  4th Quarter
20131129GSWOKC,0021300235,473,5,12,0,,104,104,5:00,player_code,Start of 1st Overtime
20131129GSWOKC,0021300235,473,5,10,0,,104,104,05:00) Jump Ball Ibaka vs Bogut (Curry gains possession,player_code,(05:00) Jump Ball Ibaka vs Bogut (Curry gains possession)
20131129GSWOKC,0021300235,473,5,2,0,GSW,104,104,04:43,player_code, Lee Turnaround Jump Shot: Missed Block: Durant (2 BLK) 
20131129GSWOKC,0021300235,474,5,4,0,GSW,104,104,04:41,player_code, Curry Rebound (Off:2 Def:8) 
20131129GSWOKC,0021300235,475,5,1,0,GSW,106,104,04:40,player_code, Curry Jump Bank Shot: Made (32 PTS) 
20131129GSWOKC,0021300235,476,5,6,0,GSW,106,104,04:22,player_code, Bogut Foul: Shooting (6 PF) (2 FTA) 
20131129GSWOKC,0021300235,477,5,8,0,GSW,106,104,04:22,player_code, Bogut Substitution replaced by O'Neal 
20131129GSWOKC,0021300235,478,5,3,0,OKC,106,105,04:22,player_code, Westbrook Free Throw 1 of 2 (30 PTS) 
20131129GSWOKC,0021300235,479,5,3,0,OKC,106,106,04:22,player_code, Westbrook Free Throw 2 of 2 (31 PTS) 
20131129GSWOKC,0021300235,480,5,6,0,OKC,106,106,04:17,player_code, Lamb Foul: Personal (3 PF) 
20131129GSWOKC,0021300235,481,5,5,0,GSW,106,106,04:11,player_code, Lee Turnover : Traveling (2 TO) 
20131129GSWOKC,0021300235,482,5,5,0,OKC,106,106,03:56,player_code, Ibaka Turnover : Bad Pass (3 TO) 
20131129GSWOKC,0021300235,483,5,2,0,GSW,106,106,03:45,player_code, Lee Dunk Shot: Missed Block: Ibaka (4 BLK) 
20131129GSWOKC,0021300235,484,5,4,0,OKC,106,106,03:44,player_code, Sefolosha Rebound (Off:1 Def:3) 
20131129GSWOKC,0021300235,485,5,6,0,GSW,106,106,03:27,player_code, O'Neal Foul: Shooting (3 PF) (2 FTA) 
20131129GSWOKC,0021300235,486,5,3,0,OKC,106,107,03:27,player_code, Durant Free Throw 1 of 2 (22 PTS) 
20131129GSWOKC,0021300235,487,5,3,0,OKC,106,108,03:27,player_code, Durant Free Throw 2 of 2 (23 PTS) 
20131129GSWOKC,0021300235,488,5,2,0,GSW,106,108,03:19,player_code, Curry 3pt Shot: Missed 
20131129GSWOKC,0021300235,489,5,4,0,OKC,106,108,03:18,player_code, Ibaka Rebound (Off:3 Def:9) 
20131129GSWOKC,0021300235,490,5,2,0,OKC,106,108,03:04,player_code, Durant Fadeaway Jump Shot: Missed 
20131129GSWOKC,0021300235,491,5,4,0,GSW,106,108,03:03,player_code, Curry Rebound (Off:2 Def:9) 
20131129GSWOKC,0021300235,492,5,9,0,GSW,106,108,02:57,player_code, Team Timeout : Regular 
20131129GSWOKC,0021300235,493,5,2,0,GSW,106,108,02:49,player_code, Curry 3pt Shot: Missed 
20131129GSWOKC,0021300235,494,5,4,0,OKC,106,108,02:48,player_code, Sefolosha Rebound (Off:1 Def:4) 
20131129GSWOKC,0021300235,495,5,1,0,OKC,106,110,02:31,player_code, Durant Jump Shot: Made (25 PTS) Assist: Westbrook (7 AST) 
20131129GSWOKC,0021300235,496,5,2,0,GSW,106,110,02:20,player_code, Curry Running Jump Shot: Missed 
20131129GSWOKC,0021300235,497,5,4,0,OKC,106,110,02:19,player_code, Ibaka Rebound (Off:3 Def:10) 
20131129GSWOKC,0021300235,498,5,5,0,OKC,106,110,02:02,player_code, Durant Turnover : Lost Ball (4 TO) Steal:Barnes (1 ST) 
20131129GSWOKC,0021300235,499,5,6,0,OKC,106,110,01:56,player_code, Durant Foul: Shooting (3 PF) (2 FTA) 
20131129GSWOKC,0021300235,500,5,3,0,GSW,107,110,01:56,player_code, Barnes Free Throw 1 of 2 (23 PTS) 
20131129GSWOKC,0021300235,501,5,3,0,GSW,108,110,01:56,player_code, Barnes Free Throw 2 of 2 (24 PTS) 
20131129GSWOKC,0021300235,502,5,2,0,OKC,108,110,01:38,player_code, Westbrook 3pt Shot: Missed 
20131129GSWOKC,0021300235,503,5,4,0,GSW,108,110,01:36,player_code, O'Neal Rebound (Off:1 Def:3) 
20131129GSWOKC,0021300235,504,5,1,0,GSW,110,110,01:25,player_code, Lee Layup Shot: Made (10 PTS) Assist: Curry (5 AST) 
20131129GSWOKC,0021300235,505,5,2,0,OKC,110,110,01:04,player_code, Lamb 3pt Shot: Missed 
20131129GSWOKC,0021300235,506,5,4,0,GSW,110,110,01:04,player_code, O'Neal Rebound (Off:1 Def:4) 
20131129GSWOKC,0021300235,507,5,1,0,GSW,112,110,00:45.1,player_code, Barnes Reverse Layup Shot: Made (26 PTS) 
20131129GSWOKC,0021300235,508,5,9,0,OKC,112,110,00:45.1,player_code, Team Timeout : Regular 
20131129GSWOKC,0021300235,509,5,8,0,GSW,112,110,00:45.1,player_code, Curry Substitution replaced by Green 
20131129GSWOKC,0021300235,510,5,2,0,OKC,112,110,00:39.9,player_code, Durant Jump Shot: Missed 
20131129GSWOKC,0021300235,511,5,4,0,GSW,112,110,00:38.9,player_code, Lee Rebound (Off:2 Def:10) 
20131129GSWOKC,0021300235,512,5,9,0,GSW,112,110,00:38.0,player_code, Team Timeout : Regular 
20131129GSWOKC,0021300235,513,5,8,0,GSW,112,110,00:38.0,player_code, Green Substitution replaced by Curry 
20131129GSWOKC,0021300235,514,5,2,0,GSW,112,110,00:21.9,player_code, Barnes Jump Shot: Missed 
20131129GSWOKC,0021300235,515,5,4,0,OKC,112,110,00:19.9,player_code, Lamb Rebound (Off:0 Def:3) 
20131129GSWOKC,0021300235,516,5,9,0,OKC,112,110,00:19.1,player_code, Team Timeout : Short 
20131129GSWOKC,0021300235,517,5,8,0,GSW,112,110,00:19.1,player_code, Curry Substitution replaced by Green 
20131129GSWOKC,0021300235,518,5,6,0,GSW,112,110,00:16.1,player_code, Barnes Foul: Personal (3 PF) 
20131129GSWOKC,0021300235,519,5,2,0,OKC,112,110,00:11.9,player_code, Durant Floating Jump shot: Missed 
20131129GSWOKC,0021300235,520,5,4,0,OKC,112,110,00:09.4,player_code, Team Rebound 
20131129GSWOKC,0021300235,521,5,2,0,OKC,112,110,00:05.9,player_code, Ibaka Jump Shot: Missed 
20131129GSWOKC,0021300235,522,5,4,0,OKC,112,110,00:03.9,player_code, Sefolosha Rebound (Off:2 Def:4) 
20131129GSWOKC,0021300235,523,5,1,0,OKC,112,113,00:00.1,player_code, Westbrook 3pt Shot: Made (34 PTS) 
20131129GSWOKC,0021300235,524,5,9,0,GSW,112,113,00:00.1,player_code, Team Timeout : Short 
20131129GSWOKC,0021300235,525,5,8,0,GSW,112,113,00:00.1,player_code, O'Neal Substitution replaced by Curry 
20131129GSWOKC,0021300235,526,5,13,0,,112,113,00:00.0,player_code,End of  1st Overtime
